Id_variante,Id_ubicacion_genomica,Frec_alelica,Significancia_clinica
9334,99,0.36,Significado Incierto
8458,35,0.4,Significado Incierto
6007,45,0.36,Significado Incierto
7592,141,0.28,Probablemente Patogénica
1208,19,0.15,Significado Incierto
3850,64,0.26,Significado Incierto
3025,148,0.2,Significado Incierto
8076,230,0.31,Significado Incierto
8099,152,0.33,Probablemente Patogénica
8328,107,0.43,Benigna
6968,109,0.24,Probablemente Patogénica
296,79,0.49,Significado Incierto
4807,186,0.46,Benigna
9561,132,0.1,Benigna
5727,148,0.17,Significado Incierto
3253,219,0.11,Benigna
8780,214,0.28,Patogénica
4502,288,0.49,Significado Incierto
1495,49,0.41,Patogénica
4870,214,0.27,Significado Incierto
3926,90,0.38,Probablemente Patogénica
3456,73,0.17,Benigna
5127,109,0.5,Probablemente Patogénica
3326,25,0.38,Significado Incierto
336,239,0.42,Significado Incierto
2444,197,0.49,Patogénica
2821,251,0.31,Benigna
8263,252,0.18,Patogénica
6419,109,0.47,Benigna
4789,240,0.35,Benigna
9273,181,0.13,Significado Incierto
2919,86,0.38,Benigna
6837,249,0.36,Significado Incierto
9379,263,0.23,Significado Incierto
7412,14,0.33,Significado Incierto
5300,219,0.46,Significado Incierto
5722,124,0.06,Probablemente Patogénica
6870,180,0.29,Patogénica
9077,86,0.41,Significado Incierto
732,32,0.08,Significado Incierto
5304,18,0.09,Patogénica
1638,68,0.39,Patogénica
8976,93,0.14,Significado Incierto
4511,191,0.41,Benigna
5349,159,0.43,Benigna
6723,135,0.34,Significado Incierto
1667,282,0.19,Significado Incierto
1996,199,0.36,Benigna
9394,192,0.12,Significado Incierto
954,249,0.43,Significado Incierto
8402,290,0.39,Significado Incierto
885,229,0.31,Benigna
7017,138,0.15,Patogénica
8657,208,0.22,Probablemente Patogénica
7852,124,0.49,Significado Incierto
7394,243,0.02,Benigna
6499,52,0.12,Significado Incierto
9307,147,0.37,Probablemente Patogénica
2740,44,0.12,Benigna
5746,70,0.14,Significado Incierto
2695,139,0.08,Probablemente Patogénica
9761,76,0.3,Benigna
6314,49,0.07,Benigna
5706,44,0.15,Benigna
8651,70,0.02,Significado Incierto
5063,203,0.05,Benigna
7563,191,0.02,Significado Incierto
4897,263,0.01,Significado Incierto
5161,104,0.36,Significado Incierto
2910,203,0.27,Probablemente Patogénica
6684,4,0.41,Significado Incierto
5187,119,0.45,Benigna
1597,98,0.5,Benigna
6074,272,0.25,Probablemente Patogénica
7139,262,0.39,Probablemente Patogénica
4574,13,0.42,Benigna
5398,124,0.32,Significado Incierto
5058,104,0.48,Probablemente Patogénica
4203,7,0.02,Significado Incierto
5159,51,0.11,Probablemente Patogénica
49,237,0.45,Significado Incierto
4230,299,0.22,Patogénica
515,241,0.48,Significado Incierto
6529,208,0.15,Probablemente Patogénica
5350,152,0.13,Benigna
1801,165,0.25,Probablemente Patogénica
3386,261,0.33,Benigna
4732,21,0.11,Probablemente Patogénica
9436,228,0.06,Probablemente Patogénica
2762,105,0.09,Probablemente Patogénica
3910,242,0.16,Probablemente Patogénica
6235,3,0.19,Probablemente Patogénica
1595,283,0.21,Benigna
2981,14,0.43,Benigna
2309,254,0.14,Benigna
2235,26,0.13,Probablemente Patogénica
2829,289,0.21,Benigna
6896,262,0.16,Significado Incierto
2416,217,0.14,Benigna
6077,92,0.18,Patogénica
1976,92,0.35,Patogénica
99,150,0.06,Patogénica
854,272,0.06,Probablemente Patogénica
8571,212,0.12,Probablemente Patogénica
5202,89,0.08,Significado Incierto
3251,280,0.1,Probablemente Patogénica
7417,233,0.27,Probablemente Patogénica
105,19,0.06,Probablemente Patogénica
1867,90,0.13,Significado Incierto
1428,109,0.28,Significado Incierto
8143,271,0.46,Benigna
5325,170,0.2,Benigna
4312,11,0.14,Benigna
1077,260,0.17,Probablemente Patogénica
8128,108,0.15,Benigna
9097,64,0.47,Significado Incierto
3487,127,0.44,Significado Incierto
7184,283,0.17,Significado Incierto
2480,17,0.11,Benigna
159,291,0.16,Significado Incierto
8458,57,0.13,Benigna
7290,218,0.03,Patogénica
9126,175,0.35,Probablemente Patogénica
4250,142,0.41,Significado Incierto
6386,232,0.49,Patogénica
5295,188,0.31,Significado Incierto
2006,208,0.09,Probablemente Patogénica
4329,235,0.27,Significado Incierto
4114,146,0.27,Probablemente Patogénica
6167,241,0.36,Significado Incierto
5351,75,0.31,Significado Incierto
7315,67,0.35,Probablemente Patogénica
9231,186,0.38,Probablemente Patogénica
4157,60,0.11,Benigna
4096,268,0.5,Patogénica
24,296,0.47,Benigna
7607,47,0.45,Probablemente Patogénica
5385,132,0.16,Benigna
3227,176,0.29,Probablemente Patogénica
1384,19,0.12,Benigna
9340,106,0.46,Probablemente Patogénica
8066,211,0.12,Probablemente Patogénica
9463,299,0.36,Patogénica
2955,172,0.03,Significado Incierto
7834,9,0.18,Significado Incierto
4299,266,0.37,Significado Incierto
8666,73,0.23,Significado Incierto
9377,211,0.15,Benigna
4616,31,0.11,Significado Incierto
6467,4,0.36,Benigna
7999,269,0.02,Significado Incierto
1332,143,0.03,Significado Incierto
3661,274,0.27,Significado Incierto
9776,75,0.16,Benigna
5429,134,0.12,Probablemente Patogénica
4189,154,0.3,Benigna
9113,298,0.22,Benigna
3292,216,0.11,Significado Incierto
3779,60,0.45,Significado Incierto
8451,201,0.42,Probablemente Patogénica
9455,217,0.05,Significado Incierto
4361,202,0.02,Significado Incierto
8913,229,0.44,Significado Incierto
9496,278,0.2,Significado Incierto
4619,13,0.48,Probablemente Patogénica
468,290,0.3,Benigna
2671,47,0.12,Probablemente Patogénica
6741,91,0.07,Significado Incierto
2410,249,0.42,Benigna
3471,5,0.12,Benigna
3098,93,0.04,Benigna
4724,48,0.08,Benigna
477,158,0.45,Significado Incierto
5674,62,0.29,Benigna
1017,206,0.33,Patogénica
1085,19,0.38,Significado Incierto
6644,17,0.28,Benigna
6262,197,0.1,Benigna
8435,93,0.2,Probablemente Patogénica
1987,299,0.45,Benigna
1695,248,0.42,Significado Incierto
6030,298,0.08,Significado Incierto
9447,243,0.33,Benigna
8215,146,0.38,Significado Incierto
4877,239,0.43,Probablemente Patogénica
7717,72,0.21,Benigna
2763,226,0.48,Patogénica
4780,172,0.34,Probablemente Patogénica
5836,258,0.44,Significado Incierto
3288,294,0.11,Patogénica
1520,179,0.24,Significado Incierto
7151,152,0.38,Probablemente Patogénica
3430,225,0.16,Patogénica
1816,232,0.36,Significado Incierto
7377,137,0.11,Significado Incierto
7604,275,0.36,Patogénica
6149,147,0.24,Benigna
8036,67,0.33,Patogénica
868,39,0.13,Benigna
8629,232,0.07,Patogénica
6691,240,0.17,Significado Incierto
700,288,0.3,Benigna
4749,214,0.19,Significado Incierto
5599,251,0.29,Significado Incierto
8796,278,0.2,Patogénica
7662,57,0.25,Significado Incierto
5425,295,0.28,Benigna
8893,51,0.37,Significado Incierto
3540,263,0.02,Significado Incierto
4175,113,0.4,Probablemente Patogénica
5097,205,0.43,Significado Incierto
8398,49,0.49,Significado Incierto
5956,49,0.17,Benigna
7768,291,0.4,Significado Incierto
8435,65,0.15,Benigna
2476,226,0.17,Significado Incierto
2339,22,0.02,Probablemente Patogénica
7713,245,0.24,Significado Incierto
5092,137,0.26,Significado Incierto
6250,298,0.27,Significado Incierto
6412,63,0.41,Probablemente Patogénica
2511,176,0.41,Patogénica
1891,214,0.21,Patogénica
726,164,0.43,Significado Incierto
4280,133,0.22,Significado Incierto
2666,228,0.31,Benigna
2197,258,0.38,Probablemente Patogénica
4430,157,0.28,Significado Incierto
9557,79,0.36,Significado Incierto
4145,78,0.2,Patogénica
2689,111,0.03,Probablemente Patogénica
74,219,0.04,Probablemente Patogénica
3738,296,0.5,Significado Incierto
7864,300,0.23,Significado Incierto
2128,36,0.33,Benigna
493,19,0.25,Patogénica
5133,63,0.35,Probablemente Patogénica
1357,202,0.27,Significado Incierto
9715,225,0.27,Benigna
1514,206,0.23,Patogénica
4609,134,0.2,Patogénica
8956,112,0.21,Significado Incierto
8094,83,0.32,Significado Incierto
5376,270,0.11,Significado Incierto
8971,157,0.23,Patogénica
6621,170,0.13,Benigna
4616,217,0.15,Benigna
7344,250,0.03,Significado Incierto
5667,146,0.41,Benigna
9524,285,0.48,Probablemente Patogénica
8001,54,0.32,Benigna
9097,239,0.34,Benigna
3888,125,0.48,Significado Incierto
2977,264,0.13,Benigna
8834,110,0.2,Probablemente Patogénica
2359,197,0.17,Benigna
8932,207,0.01,Benigna
7542,211,0.35,Patogénica
3434,288,0.42,Patogénica
7410,195,0.34,Patogénica
9552,103,0.45,Benigna
9167,187,0.06,Benigna
524,272,0.4,Probablemente Patogénica
6251,247,0.34,Probablemente Patogénica
7658,224,0.43,Probablemente Patogénica
8427,129,0.21,Probablemente Patogénica
9542,86,0.28,Benigna
1766,67,0.13,Probablemente Patogénica
4883,235,0.06,Probablemente Patogénica
8885,111,0.21,Significado Incierto
4938,211,0.31,Significado Incierto
1684,249,0.31,Patogénica
4607,218,0.13,Significado Incierto
1737,106,0.45,Significado Incierto
742,264,0.31,Patogénica
3004,113,0.04,Probablemente Patogénica
4434,74,0.27,Significado Incierto
6031,87,0.1,Patogénica
4892,93,0.23,Significado Incierto
5908,205,0.03,Significado Incierto
4367,120,0.27,Benigna
1319,269,0.16,Significado Incierto
1215,186,0.29,Patogénica
2944,172,0.4,Patogénica
2106,209,0.27,Benigna
3202,169,0.42,Probablemente Patogénica
9344,31,0.04,Benigna
6728,50,0.45,Significado Incierto
4320,269,0.1,Patogénica
8620,66,0.37,Significado Incierto
6704,245,0.14,Significado Incierto
5969,36,0.38,Significado Incierto
1319,50,0.06,Significado Incierto
1670,267,0.07,Significado Incierto
6998,62,0.3,Benigna
6020,151,0.15,Probablemente Patogénica
6136,113,0.24,Probablemente Patogénica
1285,201,0.45,Patogénica
7749,139,0.31,Significado Incierto
9389,78,0.13,Probablemente Patogénica
5662,292,0.26,Probablemente Patogénica
3161,296,0.34,Significado Incierto
7803,24,0.09,Benigna
5279,208,0.16,Significado Incierto
5288,277,0.21,Probablemente Patogénica
104,226,0.18,Benigna
5271,286,0.05,Benigna
3113,257,0.1,Significado Incierto
6910,47,0.33,Benigna
6304,122,0.2,Significado Incierto
6161,193,0.09,Benigna
9397,168,0.28,Benigna
3247,156,0.12,Significado Incierto
5590,124,0.3,Benigna
1128,251,0.11,Benigna
770,90,0.31,Benigna
9466,89,0.14,Probablemente Patogénica
6464,173,0.25,Probablemente Patogénica
4767,300,0.22,Significado Incierto
8544,9,0.23,Patogénica
9514,277,0.21,Significado Incierto
4505,48,0.44,Significado Incierto
600,173,0.14,Significado Incierto
5778,264,0.26,Benigna
2389,46,0.03,Benigna
7942,194,0.29,Patogénica
7000,32,0.27,Significado Incierto
9484,18,0.46,Benigna
1745,228,0.08,Significado Incierto
7431,146,0.14,Significado Incierto
1846,219,0.46,Significado Incierto
7496,3,0.1,Benigna
3889,142,0.04,Probablemente Patogénica
790,219,0.44,Significado Incierto
37,158,0.22,Benigna
3525,76,0.5,Significado Incierto
2018,93,0.27,Benigna
9348,298,0.28,Benigna
244,56,0.11,Probablemente Patogénica
7563,78,0.44,Benigna
7507,51,0.22,Probablemente Patogénica
4285,165,0.12,Significado Incierto
2661,184,0.15,Probablemente Patogénica
8936,235,0.17,Benigna
9775,238,0.39,Significado Incierto
2899,71,0.43,Significado Incierto
2565,138,0.45,Benigna
9562,69,0.08,Benigna
7621,170,0.44,Significado Incierto
7803,119,0.09,Significado Incierto
48,143,0.15,Significado Incierto
3970,260,0.49,Benigna
2382,158,0.1,Probablemente Patogénica
6708,129,0.04,Significado Incierto
46,252,0.05,Significado Incierto
5449,170,0.41,Benigna
4332,22,0.24,Significado Incierto
7095,37,0.45,Benigna
3662,161,0.23,Significado Incierto
1983,132,0.46,Significado Incierto
3852,240,0.15,Significado Incierto
2345,135,0.28,Benigna
7005,116,0.04,Probablemente Patogénica
5894,266,0.31,Probablemente Patogénica
7686,84,0.43,Benigna
6347,279,0.33,Benigna
2153,130,0.45,Patogénica
2882,256,0.33,Patogénica
7134,75,0.47,Significado Incierto
3804,231,0.26,Probablemente Patogénica
1099,292,0.37,Significado Incierto
6246,134,0.16,Benigna
7476,170,0.03,Benigna
6790,146,0.31,Probablemente Patogénica
9610,269,0.38,Probablemente Patogénica
3971,21,0.41,Patogénica
2248,43,0.21,Probablemente Patogénica
2383,73,0.31,Significado Incierto
7043,299,0.15,Significado Incierto
961,54,0.27,Significado Incierto
2916,78,0.48,Benigna
2420,16,0.26,Significado Incierto
4651,191,0.35,Benigna
7824,91,0.05,Significado Incierto
7602,290,0.17,Significado Incierto
6198,250,0.41,Patogénica
8767,61,0.21,Benigna
8353,121,0.32,Probablemente Patogénica
3012,298,0.45,Significado Incierto
9688,24,0.34,Benigna
4512,18,0.15,Benigna
8261,222,0.31,Significado Incierto
3579,134,0.15,Benigna
4238,64,0.28,Benigna
6294,6,0.38,Probablemente Patogénica
8098,168,0.38,Probablemente Patogénica
5826,198,0.28,Significado Incierto
5661,23,0.41,Significado Incierto
2888,12,0.38,Benigna
4191,259,0.01,Significado Incierto
1016,78,0.27,Probablemente Patogénica
341,83,0.37,Probablemente Patogénica
7680,125,0.45,Probablemente Patogénica
869,283,0.44,Significado Incierto
8571,221,0.18,Benigna
3026,298,0.17,Probablemente Patogénica
6603,45,0.41,Significado Incierto
1190,300,0.4,Probablemente Patogénica
2560,216,0.21,Benigna
5949,32,0.47,Significado Incierto
683,198,0.07,Benigna
4810,261,0.46,Benigna
3243,132,0.05,Significado Incierto
1439,272,0.04,Significado Incierto
7325,169,0.02,Benigna
857,147,0.01,Significado Incierto
3171,68,0.36,Probablemente Patogénica
2027,20,0.28,Significado Incierto
1945,241,0.44,Patogénica
1100,265,0.35,Significado Incierto
7439,173,0.3,Significado Incierto
2964,71,0.34,Probablemente Patogénica
7136,36,0.12,Benigna
1365,135,0.4,Benigna
7666,221,0.29,Significado Incierto
239,17,0.05,Benigna
1277,220,0.47,Significado Incierto
5241,111,0.16,Significado Incierto
58,146,0.5,Probablemente Patogénica
5332,14,0.39,Benigna
3181,261,0.39,Probablemente Patogénica
8576,220,0.11,Benigna
3189,175,0.04,Significado Incierto
7968,254,0.43,Benigna
3979,208,0.21,Significado Incierto
6659,267,0.33,Benigna
9648,257,0.45,Benigna
1383,203,0.49,Benigna
8229,285,0.03,Significado Incierto
5493,54,0.3,Significado Incierto
3645,198,0.09,Patogénica
6443,31,0.26,Benigna
8564,110,0.11,Significado Incierto
6220,175,0.36,Benigna
7504,15,0.29,Benigna
6912,38,0.04,Significado Incierto
1150,236,0.12,Benigna
291,45,0.42,Probablemente Patogénica
6910,141,0.35,Benigna
9675,24,0.38,Significado Incierto
2006,136,0.23,Probablemente Patogénica
9438,140,0.49,Benigna
3381,166,0.31,Benigna
9220,254,0.48,Probablemente Patogénica
2134,37,0.3,Significado Incierto
4602,149,0.29,Benigna
831,229,0.13,Significado Incierto
2831,3,0.34,Benigna
4294,1,0.47,Significado Incierto
3386,96,0.14,Significado Incierto
1489,198,0.11,Probablemente Patogénica
2174,253,0.47,Probablemente Patogénica
8137,151,0.28,Benigna
8817,261,0.27,Significado Incierto
7127,193,0.33,Patogénica
2853,263,0.08,Probablemente Patogénica
8495,198,0.17,Benigna
8203,287,0.44,Probablemente Patogénica
2926,249,0.32,Benigna
4160,139,0.43,Probablemente Patogénica
5546,44,0.09,Benigna
4444,207,0.41,Significado Incierto
1096,69,0.43,Probablemente Patogénica
3931,292,0.42,Significado Incierto
6338,233,0.08,Benigna
8756,130,0.39,Probablemente Patogénica
2725,267,0.15,Significado Incierto
6282,155,0.43,Significado Incierto
2106,43,0.11,Benigna
2458,247,0.3,Significado Incierto
4376,156,0.2,Significado Incierto
609,84,0.48,Significado Incierto
4752,13,0.46,Significado Incierto
333,15,0.33,Significado Incierto
3547,290,0.05,Significado Incierto
2444,175,0.44,Significado Incierto
4001,189,0.3,Significado Incierto
9284,267,0.14,Probablemente Patogénica
54,283,0.24,Benigna
9330,135,0.04,Benigna
8582,206,0.46,Benigna
8922,200,0.34,Significado Incierto
7586,202,0.48,Significado Incierto
15,254,0.12,Benigna
1391,129,0.15,Benigna
9019,143,0.01,Probablemente Patogénica
5649,242,0.07,Benigna
3112,285,0.33,Significado Incierto
4288,104,0.28,Benigna
9552,256,0.39,Patogénica
7496,191,0.49,Probablemente Patogénica
2921,144,0.43,Significado Incierto
